No.,Material,Density Measurement Method,Atmosphere,Printed Geom.,Laser Power (W),Scan Speed (mm/s),Hatch space (mm),Layer thickness (mm),Spot size (mm),Geometric Factor,D50 μm,RD (%),Printer Model,DOI,Density (g/cm^3),Specific Heat Capacity (J/kgK),Thermal Conductivity (W/mK),Melting Point (K)
1327,18Ni300,Image analysis,Nitrogen,Prismatic,186.82,700.0,0.095,0.03,0.05,19.99885714285714,34.0,99.481,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1328,18Ni300,Image analysis,Nitrogen,Prismatic,170.0,700.0,0.0866,0.03,0.05,19.99885714285714,34.0,99.64,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1329,18Ni300,Image analysis,Nitrogen,Prismatic,170.0,616.0,0.095,0.03,0.05,19.99885714285714,34.0,98.696,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1330,18Ni300,Image analysis,Nitrogen,Prismatic,170.0,700.0,0.095,0.03,0.05,19.99885714285714,34.0,99.016,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1331,18Ni300,Image analysis,Nitrogen,Prismatic,180.0,650.0,0.09,0.03,0.05,19.99885714285714,34.0,99.1,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1332,18Ni300,Image analysis,Nitrogen,Prismatic,160.0,750.0,0.1,0.03,0.05,19.99885714285714,34.0,99.89,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1333,18Ni300,Image analysis,Nitrogen,Prismatic,153.18,700.0,0.095,0.03,0.05,19.99885714285714,34.0,99.99,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1334,18Ni300,Image analysis,Nitrogen,Prismatic,180.0,750.0,0.1,0.03,0.05,19.99885714285714,34.0,97.89,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1335,18Ni300,Image analysis,Nitrogen,Prismatic,160.0,650.0,0.09,0.03,0.05,19.99885714285714,34.0,98.18,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1336,18Ni300,Image analysis,Nitrogen,Prismatic,170.0,700.0,0.1034,0.03,0.05,19.99885714285714,34.0,98.91,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1337,18Ni300,Image analysis,Nitrogen,Prismatic,170.0,700.0,0.095,0.03,0.05,19.99885714285714,34.0,99.254,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1338,18Ni300,Archimedes method,Nitrogen,Prismatic,80.0,200.0,0.105,0.03,0.11,21.99999874285714,34.0,95.27,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1339,18Ni300,Archimedes method,Nitrogen,Prismatic,100.0,300.0,0.105,0.03,0.11,21.99999874285714,34.0,91.59,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1340,18Ni300,Archimedes method,Nitrogen,Prismatic,120.0,300.0,0.105,0.03,0.11,21.99999874285714,34.0,93.69,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1341,18Ni300,Archimedes method,Nitrogen,Prismatic,120.0,400.0,0.105,0.03,0.11,21.99999874285714,34.0,96.68,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1342,18Ni300,Archimedes method,Nitrogen,Prismatic,140.0,400.0,0.105,0.03,0.11,21.99999874285714,34.0,96.21,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1343,18Ni300,Archimedes method,Nitrogen,Prismatic,140.0,500.0,0.105,0.03,0.11,21.99999874285714,34.0,96.56,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1344,18Ni300,Archimedes method,Nitrogen,Prismatic,160.0,400.0,0.105,0.03,0.11,21.99999874285714,34.0,95.9,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1345,18Ni300,Archimedes method,Nitrogen,Prismatic,160.0,500.0,0.105,0.03,0.11,21.99999874285714,34.0,96.68,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1346,18Ni300,Archimedes method,Nitrogen,Prismatic,180.0,400.0,0.105,0.03,0.11,21.99999874285714,34.0,96.6,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1347,18Ni300,Archimedes method,Nitrogen,Prismatic,180.0,500.0,0.105,0.03,0.11,21.99999874285714,34.0,98.45,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1348,18Ni300,Archimedes method,Nitrogen,Prismatic,180.0,600.0,0.105,0.03,0.11,21.99999874285714,34.0,99.61,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1349,18Ni300,Archimedes method,Nitrogen,Prismatic,80.0,200.0,0.105,0.045,0.11,21.99999874285714,34.0,89.19,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1350,18Ni300,Archimedes method,Nitrogen,Prismatic,100.0,300.0,0.105,0.045,0.11,21.99999874285714,34.0,89.93,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1351,18Ni300,Archimedes method,Nitrogen,Prismatic,120.0,300.0,0.105,0.045,0.11,21.99999874285714,34.0,88.39,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1352,18Ni300,Archimedes method,Nitrogen,Prismatic,120.0,400.0,0.105,0.045,0.11,21.99999874285714,34.0,90.88,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1353,18Ni300,Archimedes method,Nitrogen,Prismatic,140.0,400.0,0.105,0.045,0.11,21.99999874285714,34.0,90.59,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1354,18Ni300,Archimedes method,Nitrogen,Prismatic,140.0,500.0,0.105,0.045,0.11,21.99999874285714,34.0,96.93,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1355,18Ni300,Archimedes method,Nitrogen,Prismatic,160.0,400.0,0.105,0.045,0.11,21.99999874285714,34.0,95.24,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1356,18Ni300,Archimedes method,Nitrogen,Prismatic,160.0,500.0,0.105,0.045,0.11,21.99999874285714,34.0,95.31,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1357,18Ni300,Archimedes method,Nitrogen,Prismatic,180.0,400.0,0.105,0.045,0.11,21.99999874285714,34.0,93.18,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1358,18Ni300,Archimedes method,Nitrogen,Prismatic,180.0,500.0,0.105,0.045,0.11,21.99999874285714,34.0,98.48,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1359,18Ni300,Archimedes method,Nitrogen,Prismatic,180.0,600.0,0.105,0.045,0.11,21.99999874285714,34.0,99.35,M2 Laser Cusing ,https://doi.org/10.1016/j.optlastec.2022.108914,8.0,425.0,25.3,1686.15
1360,18Ni300,Archimedes method,Nitrogen,Prismatic,250.0,800.0,0.07,0.05,0.05,19.9976,42.22,99.37,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1361,18Ni300,Archimedes method,Nitrogen,Prismatic,350.0,800.0,0.07,0.05,0.05,19.9976,42.22,98.58,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1362,18Ni300,Archimedes method,Nitrogen,Prismatic,250.0,1200.0,0.07,0.05,0.05,19.9976,42.22,98.63,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1363,18Ni300,Archimedes method,Nitrogen,Prismatic,350.0,1200.0,0.07,0.05,0.05,19.9976,42.22,98.68,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1364,18Ni300,Archimedes method,Nitrogen,Prismatic,250.0,800.0,0.13,0.05,0.05,19.9976,42.22,98.26,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1365,18Ni300,Archimedes method,Nitrogen,Prismatic,350.0,800.0,0.13,0.05,0.05,19.9976,42.22,98.79,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1366,18Ni300,Archimedes method,Nitrogen,Prismatic,250.0,1200.0,0.13,0.05,0.05,19.9976,42.22,96.9,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1367,18Ni300,Archimedes method,Nitrogen,Prismatic,350.0,1200.0,0.13,0.05,0.05,19.9976,42.22,98.2,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1368,18Ni300,Archimedes method,Nitrogen,Prismatic,215.91,1000.0,0.1,0.05,0.05,19.9976,42.22,98.2,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1369,18Ni300,Archimedes method,Nitrogen,Prismatic,384.09,1000.0,0.1,0.05,0.05,19.9976,42.22,98.83,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1370,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,663.64,0.1,0.05,0.05,19.9976,42.22,99.21,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1371,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1336.36,0.1,0.05,0.05,19.9976,42.22,98.25,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1372,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.05,0.05,0.05,19.9976,42.22,99.09,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1373,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.15,0.05,0.05,19.9976,42.22,97.81,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1374,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.1,0.05,0.05,19.9976,42.22,99.22,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1375,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.1,0.05,0.05,19.9976,42.22,99.14,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1376,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.1,0.05,0.05,19.9976,42.22,99.26,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1377,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.1,0.05,0.05,19.9976,42.22,99.26,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1378,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.1,0.05,0.05,19.9976,42.22,99.33,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1379,18Ni300,Archimedes method,Nitrogen,Prismatic,300.0,1000.0,0.1,0.05,0.05,19.9976,42.22,99.28,HBD-280,https://doi.org/10.3390/met9101042,8.0,425.0,25.3,1686.15
1380,18Ni300,Image analysis,Argon,Prismatic,250.0,520.0,0.12,0.05,0.07,14.99232,44.5,99.91, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1381,18Ni300,Image analysis,Argon,Prismatic,250.0,620.0,0.12,0.05,0.07,14.99232,44.5,99.89, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1382,18Ni300,Image analysis,Argon,Prismatic,250.0,720.0,0.12,0.05,0.07,14.99232,44.5,99.98, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1383,18Ni300,Image analysis,Argon,Prismatic,250.0,820.0,0.12,0.05,0.07,14.99232,44.5,99.86, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1384,18Ni300,Image analysis,Argon,Prismatic,250.0,920.0,0.12,0.05,0.07,14.99232,44.5,99.74, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1385,18Ni300,Image analysis,Argon,Prismatic,300.0,520.0,0.12,0.05,0.07,14.99232,44.5,99.76, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1386,18Ni300,Image analysis,Argon,Prismatic,300.0,620.0,0.12,0.05,0.07,14.99232,44.5,99.92, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1387,18Ni300,Image analysis,Argon,Prismatic,300.0,720.0,0.12,0.05,0.07,14.99232,44.5,99.89, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1388,18Ni300,Image analysis,Argon,Prismatic,300.0,820.0,0.12,0.05,0.07,14.99232,44.5,99.93, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1389,18Ni300,Image analysis,Argon,Prismatic,300.0,920.0,0.12,0.05,0.07,14.99232,44.5,99.94, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1390,18Ni300,Image analysis,Argon,Prismatic,350.0,520.0,0.12,0.05,0.07,14.99232,44.5,99.63, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1391,18Ni300,Image analysis,Argon,Prismatic,350.0,620.0,0.12,0.05,0.07,14.99232,44.5,99.92, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1392,18Ni300,Image analysis,Argon,Prismatic,350.0,720.0,0.12,0.05,0.07,14.99232,44.5,99.97, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1393,18Ni300,Image analysis,Argon,Prismatic,350.0,820.0,0.12,0.05,0.07,14.99232,44.5,99.99, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1394,18Ni300,Image analysis,Argon,Prismatic,350.0,920.0,0.12,0.05,0.07,14.99232,44.5,99.99, SLM-125HL,https://doi.org/10.1016/j.msea.2021.142334,8.0,425.0,25.3,1686.15
1395,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,98.9519743863393,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1396,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,650.0,0.12,0.04,0.07,29.99934069896211,29.11,98.1600853788687,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1397,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,550.0,0.13,0.04,0.07,29.99934069896211,29.11,98.3009605122732,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1398,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,98.3073639274279,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1399,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,650.0,0.12,0.04,0.07,29.99934069896211,29.11,98.8900747065101,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1400,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,850.0,0.12,0.04,0.07,29.99934069896211,29.11,99.0288153681963,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1401,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,650.0,0.14,0.04,0.07,29.99934069896211,29.11,99.2230522945571,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1402,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,950.0,0.13,0.04,0.07,29.99934069896211,29.11,98.3116328708644,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1403,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,850.0,0.14,0.04,0.07,29.99934069896211,29.11,98.9797225186766,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1404,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,98.7299893276414,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1405,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,850.0,0.14,0.04,0.07,29.99934069896211,29.11,98.8986125933831,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1406,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,650.0,0.12,0.04,0.07,29.99934069896211,29.11,99.1889007470651,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1407,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,650.0,0.12,0.04,0.07,29.99934069896211,29.11,99.4941302027748,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1408,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.0992529348986,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1409,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,650.0,0.14,0.04,0.07,29.99934069896211,29.11,99.2998932764141,EP-M250,https://doi.org/10.1016/j.msea.2021.141740,8.0,425.0,25.3,1686.15
1410,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,850.0,0.14,0.04,0.07,29.99934069896211,29.11,99.1248665955176,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1411,18Ni300,Archimedes method,Nitrogen,Prismatic,250.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.6691568836712,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1412,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.7972251867662,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1413,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,650.0,0.14,0.04,0.07,29.99934069896211,29.11,99.5197438633938,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1414,18Ni300,Archimedes method,Nitrogen,Prismatic,150.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.470651013874,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1415,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,850.0,0.12,0.04,0.07,29.99934069896211,29.11,99.3788687299893,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1416,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.2251867662753,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1417,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.3874066168623,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1418,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.13,0.04,0.07,29.99934069896211,29.11,99.1334044823906,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1419,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.15,0.04,0.07,29.99934069896211,29.11,99.0885805763073,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1420,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,650.0,0.14,0.04,0.07,29.99934069896211,29.11,98.7812166488794,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1421,18Ni300,Archimedes method,Nitrogen,Prismatic,175.0,850.0,0.12,0.04,0.07,29.99934069896211,29.11,99.445037353255,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1422,18Ni300,Archimedes method,Nitrogen,Prismatic,200.0,750.0,0.11,0.04,0.07,29.99934069896211,29.11,99.931696905016,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1423,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,850.0,0.12,0.04,0.07,29.99934069896211,29.11,99.2913553895411,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1424,18Ni300,Archimedes method,Nitrogen,Prismatic,225.0,850.0,0.14,0.04,0.07,29.99934069896211,29.11,99.4002134471718,EP-M250,https://doi.org/10.1016/j.matchar.2021.111648,8.0,425.0,25.3,1686.15
1425,18Ni300,Archimedes method,Argon,Cylindrical,300.0,2500.0,0.05,0.04,0.07,17.98932004271983,31.0,96.9,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1426,18Ni300,Archimedes method,Argon,Cylindrical,300.0,2500.0,0.07,0.04,0.07,17.98932004271983,31.0,95.86,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1427,18Ni300,Archimedes method,Argon,Cylindrical,300.0,2500.0,0.1,0.04,0.07,17.98932004271983,31.0,84.17,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1428,18Ni300,Archimedes method,Argon,Cylindrical,350.0,2500.0,0.05,0.04,0.07,17.98932004271983,31.0,96.27,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1429,18Ni300,Archimedes method,Argon,Cylindrical,350.0,2500.0,0.07,0.04,0.07,17.98932004271983,31.0,97.41,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1430,18Ni300,Archimedes method,Argon,Cylindrical,350.0,2500.0,0.1,0.04,0.07,17.98932004271983,31.0,92.53,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1431,18Ni300,Archimedes method,Argon,Cylindrical,450.0,2500.0,0.05,0.04,0.07,17.98932004271983,31.0,97.47,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1432,18Ni300,Archimedes method,Argon,Cylindrical,450.0,2500.0,0.07,0.04,0.07,17.98932004271983,31.0,99.34,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1433,18Ni300,Archimedes method,Argon,Cylindrical,450.0,2500.0,0.1,0.04,0.07,17.98932004271983,31.0,97.87,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1434,18Ni300,Archimedes method,Argon,Cylindrical,450.0,1500.0,0.05,0.04,0.07,17.98932004271983,31.0,99.19,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1435,18Ni300,Archimedes method,Argon,Cylindrical,450.0,1500.0,0.07,0.04,0.07,17.98932004271983,31.0,98.85,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1436,18Ni300,Archimedes method,Argon,Cylindrical,450.0,1500.0,0.1,0.04,0.07,17.98932004271983,31.0,98.65,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1437,18Ni300,Archimedes method,Argon,Cylindrical,450.0,2000.0,0.05,0.04,0.07,17.98932004271983,31.0,99.19,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1438,18Ni300,Archimedes method,Argon,Cylindrical,450.0,2000.0,0.07,0.04,0.07,17.98932004271983,31.0,98.78,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1439,18Ni300,Archimedes method,Argon,Cylindrical,450.0,2000.0,0.1,0.04,0.07,17.98932004271983,31.0,97.88,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1440,18Ni300,Archimedes method,Argon,Cylindrical,450.0,3000.0,0.05,0.04,0.07,17.98932004271983,31.0,97.79,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
1441,18Ni300,Archimedes method,Argon,Cylindrical,450.0,3000.0,0.07,0.04,0.07,17.98932004271983,31.0,98.06,HBD-150,https://doi.org/10.1007/978-981-13-0107-0_22,8.0,425.0,25.3,1686.15
